mixed,numOfMutualFriendsFacebookGoogle
google,numGmailInboxMessages
linkedin,numOfPositions
cpr,isSillyName
facebook,isActive
facebook,numOfStudentFriendsWithinOneYearAgeDifference
twitter,isSillyName
facebook,numFamilyMembersWithSameLastName
linkedin,isWithinStudentAge
facebook,numOfStudentFriendsWithinTwoYearsAgeDifference
twitter,isACommonName
instagram,numReceivedComments
yahoo,isCelebrityName
twitter,isPEPName
instagram,isCelebrityName
linkedin,numOfFriendsFromSecondMostRecentEducation
linkedin,isCelebrityName
dropbox,isListedName
linkedin,numOfFriendsFromFirstMostRecentEducation
amazon,isListedName
otp,numberOfSuccessfulSMS
facebook,isACommonName
check,isElectoralRollSource
instagram,isListedName
amazon,isCelebrityName
linkedin,numOfConnections
dropbox,isCelebrityName
spotify,isSanctionedName
linkedin,isListedName
facebook,isPEPName
twitter,isActive
otp,numOfSuccessfulEmail
facebook,numOfPosts
facebook,isSillyName
facebook,numOfGroups
google,numOfCircles
google,numOfFriendsFromThirdMostRecentEducation
spotify,numTracksPrivatePlaylists
google,isFirstMostRecentEducationGraduated
check,isSanctionedName
linkedin,isAStudent
yahoo,isListedName
linkedin,numOfSchoolFriends
facebook,numOfFriendsBirthWithinFourYears
facebook,numOfFriendsFromThirdMostRecentEducation
facebook,isFirstMostRecentEducationGraduated
otp,numOfFailedSMS
kba,numOfFailedSpotafriend
amazon,isFantasyName
dropbox,isFantasyName
password,isPEPName
google,isPEPName
otp,numberOfFailedSMS
cpr,isActive
facebook,numOfCheckinsAtFirstMostRecentEducationLastYear
password,isACommonName
google,isACommonName
google,isSillyName
password,isSillyName
personal,isSanctionedName
email,numOfFailed
facebook,numOfReceivedLikes
facebook,numOfEventsAttended
amazon,isSillyName
dropbox,isSillyName
facebook,numOfEvents
yahoo,isActive
twitter,numOfTweets
facebook,isCelebrityName
google,isFantasyName
password,isFantasyName
dropbox,isPEPName
amazon,isPEPName
facebook,numOfFriendsFromFirstMostRecentEducation
amazon,isACommonName
dropbox,isACommonName
nemid,isSanctionedName
facebook,numOfFriendsFromSecondMostRecentEducation
twitter,isListedName
facebook,isWithinStudentAge
instagram,isActive
linkedin,isActive
twitter,numOfRetweetedTweets
facebook,isInARelationship
paypal,isSanctionedName
otp,numOfSMSAttempts
yahoo,numContacts
cpr,isListedName
google,numGmailLabels
facebook,numOfStatuses
google,numOfFriendsFromSecondMostRecentEducation
facebook,isFantasyName
password,isCelebrityName
google,isCelebrityName
facebook,numOfFriendsBirthWithinTwoYears
google,numOfFriendsFromFirstMostRecentEducation
twitter,numOfReceivedFavorites
paypal,isListedName
personal,isActive
facebook,numOfFriendsWorkingAtFirstMostRecentEducation
linkedin,numOfCompanies
check,isAddressVerified
facebook,numOfTagged
linkedin,numOfFriendsFromThirdMostRecentEducationWithSameGraduationYear
otp,numberOfSMSAttempts
cpr,isSanctionedName
facebook,numOfFriendsWorkingAtSecondMostRecentEducation
email,numOfAttempts
linkedin,isThirdMostRecentEducationGraduated
facebook,numOfFriendsFromSecondMostRecentEducationWithSameGraduationYear
facebook,numOfFriends
spotify,numPlaylists
spotify,numPublicPlaylists
check,isActive
dropbox,numFiles
sms,numOfSuccessful
check,isPassportVerified
mixed,numOfMutualFriendsLinkedInTwitter
instagram,numOfFollowedBy
facebook,numOfFriendsBirthWithinThreeYears
google,numOfFriendsFromSecondMostRecentEducationWithSameGraduationYear
linkedin,numOfCoworkers
facebook,numOfFamilyMembers
nemid,isListedName
google,numOfFriendsWorkingAtFirstMostRecentEducation
twitter,isSanctionedName
twitter,isDefaultProfile
mixed,numOfMutualFriendsFacebookTwitter
facebook,numOfCloseFriends
spotify,numTracksPrivateOwnedPlaylists
facebook,numFriendsWithSameLastName
twitter,isTranslator
document,isActive
spotify,isActive
google,numOfFriendsWorkingAtSecondMostRecentEducation
otp,numOfSuccessfulSMS
spotify,numCollaborativePlaylists
facebook,numOfCheckinsAtThirdMostRecentEducationLastYear
spotify,numOwnedPlaylists
facebook,numOfGroupsAdministrating
spotify,numPrivatePlaylists
linkedin,isSecondMostRecentEducationGraduated
spotafriend,numOfSuccessful
facebook,numOfStudentFriends
twitter,isVerified
personal,isListedName
paypal,isActive
instagram,numOfMedia
facebook,numOfCollegeFriends
linkedin,numOfFriendsFromFirstMostRecentEducationWithSameGraduationYear
facebook,numOfCheckinsAtSecondMostRecentEducationThisYear
google,numOfFriendsWorkingAtThirdMostRecentEducation
instagram,isSanctionedName
spotify,numPlaylistsTracks
spotify,isListedName
linkedin,isSanctionedName
google,numOfStudentFriends
facebook,numOfFriendsWorkingAtThirdMostRecentEducation
nemid,isActive
check,isListedName
yahoo,isSanctionedName
